公司代码,公司简称,发函日期,函件类别,函件内容,公司回复
2878.0,元隆雅图,2021-12-8,关注函,LSD002878166491.pdf,LSD002878166491102642HF.pdf
541.0,佛山照明,2021-12-8,非许可类重组问询函,LSD000541165972.pdf,LSD000541165972102623HF.pdf
2570.0,贝因美,2021-12-8,关注函,LSD002570166545.pdf,LSD002570166545102616HF.pdf
2011.0,盾安环境,2021-12-8,关注函,LSD002011166537.pdf,LSD002011166537102655HF.pdf
2046.0,国机精工,2021-12-8,关注函,LSD002046166567.pdf,LSD002046166567102618HF.pdf
2751.0,易尚展示,2021-12-8,关注函,LSD002751166525.pdf,LSD002751166525102648HF.pdf
7.0,*ST全新,2021-12-7,关注函,LSD000007166542.pdf,LSD000007166542102630HF.pdf
612.0,焦作万方,2021-12-7,关注函,LSD000612166538.pdf,LSD000612166538102635HF.pdf
670.0,*ST盈方,2021-12-7,许可类重组问询函,LSD000670166560.pdf,LSD000670166560102685HF.pdf
673.0,*ST当代,2021-12-7,关注函,LSD000673166550.pdf,LSD000673166550102626HF.pdf
692.0,惠天热电,2021-12-6,关注函,LSD000692166536.pdf,LSD000692166536102609HF.pdf
540.0,中天金融,2021-12-6,关注函,LSD000540166490.pdf,LSD000540166490102641HF.pdf
2789.0,建艺集团,2021-12-6,关注函,LSD002789166478.pdf,LSD002789166478102615HF.pdf
2333.0,罗普斯金,2021-12-4,关注函,LSD002333166431.pdf,LSD002333166431102612HF.pdf
2511.0,中顺洁柔,2021-12-4,关注函,LSD002511166516.pdf,LSD002511166516102605HF.pdf
2640.0,*ST跨境,2021-12-3,关注函,LSD002640166501.pdf,LSD002640166501102611HF.pdf
820.0,*ST节能,2021-12-3,关注函,LSD000820166492.pdf,LSD000820166492102620HF.pdf
2618.0,*ST丹邦,2021-12-3,关注函,LSD002618166510.pdf,LSD002618166510102617HF.pdf
2584.0,西陇科学,2021-12-3,关注函,LSD002584166488.pdf,LSD002584166488102606HF.pdf
878.0,云南铜业,2021-12-3,关注函,LSD000878166404.pdf,LSD000878166404102610HF.pdf
2141.0,贤丰控股,2021-12-3,非许可类重组问询函,LSD002141166428.pdf,LSD002141166428102603HF.pdf
606.0,ST顺利,2021-12-3,关注函,LSD000606166473.pdf,LSD000606166473102604HF.pdf
2193.0,如意集团,2021-12-2,关注函,LSD002193166484.pdf,LSD002193166484102613HF.pdf
812.0,陕西金叶,2021-12-2,关注函,LSD000812166485.pdf,LSD000812166485102607HF.pdf
2021.0,ST中捷,2021-12-1,关注函,LSD002021166461.pdf,LSD002021166461102599HF.pdf
2210.0,*ST飞马,2021-12-1,关注函,LSD002210166451.pdf,LSD002210166451102593HF.pdf
2869.0,金溢科技,2021-12-1,问询函,LSD002869166434.pdf,LSD002869166434102597HF.pdf
151.0,中成股份,2021-11-30,非许可类重组问询函,LSD000151166448.pdf,LSD000151166448102598HF.pdf
2471.0,中超控股,2021-11-30,关注函,LSD002471166430.pdf,LSD002471166430102600HF.pdf
2350.0,北京科锐,2021-11-30,关注函,LSD002350166397.pdf,LSD002350166397102614HF.pdf
2667.0,鞍重股份,2021-11-29,关注函,LSD002667166422.pdf,LSD002667166422102602HF.pdf
2621.0,美吉姆 ,2021-11-29,问询函,LSD002621166409.pdf,LSD002621166409102591HF.pdf
2141.0,贤丰控股,2021-11-29,关注函,LSD002141166398.pdf,LSD002141166398102587HF.pdf
2217.0,合力泰,2021-11-29,关注函,LSD002217166369.pdf,LSD002217166369102592HF.pdf
2647.0,仁东控股,2021-11-28,关注函,LSD002647166374.pdf,LSD002647166374102596HF.pdf
2771.0,真视通,2021-11-26,关注函,LSD002771166344.pdf,LSD002771166344102674HF.pdf
2726.0,龙大肉食,2021-11-26,关注函,LSD002726166373.pdf,LSD002726166373102590HF.pdf
2688.0,金河生物,2021-11-24,关注函,LSD002688166290.pdf,LSD002688166290103365HF.pdf
2076.0,ST雪莱,2021-11-24,关注函,LSD002076166336.pdf,LSD002076166336102586HF.pdf
861.0,海印股份,2021-11-24,关注函,LSD000861166274.pdf,LSD000861166274102579HF.pdf
2432.0,九安医疗,2021-11-23,关注函,LSD002432166317.pdf,LSD002432166317102583HF.pdf
615.0,奥园美谷,2021-11-23,关注函,LSD000615166291.pdf,LSD000615166291102585HF.pdf
2726.0,龙大肉食,2021-11-23,关注函,LSD002726166295.pdf,LSD002726166295102580HF.pdf
982.0,中银绒业,2021-11-23,关注函,LSD000982166271.pdf,LSD000982166271102578HF.pdf
2006.0,精功科技,2021-11-22,关注函,LSD002006166237.pdf,LSD002006166237102581HF.pdf
58.0,深 赛 格,2021-11-19,关注函,LSD000058166218.pdf,LSD000058166218102572HF.pdf
2690.0,美亚光电,2021-11-19,关注函,LSD002690166225.pdf,
2943.0,宇晶股份,2021-11-19,关注函,LSD002943166222.pdf,LSD002943166222102567HF.pdf
2131.0,利欧股份,2021-11-18,关注函,LSD002131166216.pdf,LSD002131166216102570HF.pdf
3002.0,壶化股份,2021-11-18,关注函,LSD003002166072.pdf,LSD003002166072102589HF.pdf
2869.0,金溢科技,2021-11-18,关注函,LSD002869166199.pdf,LSD002869166199102563HF.pdf
2491.0,通鼎互联,2021-11-17,关注函,LSD002491166192.pdf,LSD002491166192102565HF.pdf
2684.0,*ST猛狮,2021-11-17,关注函,LSD002684166205.pdf,LSD002684166205102568HF.pdf
2503.0,搜于特,2021-11-17,关注函,LSD002503166200.pdf,LSD002503166200102573HF.pdf
2380.0,科远智慧,2021-11-17,关注函,LSD002380166155.pdf,LSD002380166155102571HF.pdf
669.0,ST金鸿,2021-11-16,关注函,LSD000669166145.pdf,LSD000669166145102576HF.pdf
2479.0,富春环保,2021-11-16,关注函,LSD002479166149.pdf,LSD002479166149102561HF.pdf
587.0,*ST金洲,2021-11-15,三季报问询函,LSD000587166075.pdf,
2554.0,惠博普,2021-11-12,关注函,LSD002554166071.pdf,LSD002554166071102601HF.pdf
541.0,佛山照明,2021-11-12,关注函,LSD000541166070.pdf,LSD000541166070102560HF.pdf
2473.0,*ST圣莱,2021-11-11,关注函,LSD002473166015.pdf,LSD002473166015102566HF.pdf
2795.0,永和智控,2021-11-10,非许可类重组问询函,LSD002795165951.pdf,LSD002795165951102634HF.pdf
762.0,西藏矿业,2021-11-10,关注函,LSD000762166062.pdf,LSD000762166062102625HF.pdf
813.0,德展健康,2021-11-10,关注函,LSD000813166077.pdf,LSD000813166077102582HF.pdf
771.0,杭汽轮Ｂ,2021-11-10,关注函,LSD000771166045.pdf,LSD000771166045102713HF.pdf
56.0,皇庭国际,2021-11-10,三季报问询函,LSD000056166002.pdf,LSD000056166002103373HF.pdf
2020.0,京新药业,2021-11-10,关注函,LSD002020166043.pdf,LSD002020166043102558HF.pdf
2581.0,未名医药,2021-11-10,关注函,LSD002581166029.pdf,LSD002581166029102559HF.pdf
2751.0,易尚展示,2021-11-9,关注函,LSD002751166033.pdf,LSD002751166033102553HF.pdf
2816.0,和科达,2021-11-5,三季报问询函,LSD002816165994.pdf,LSD002816165994103383HF.pdf
673.0,*ST当代,2021-11-4,关注函,LSD000673165971.pdf,LSD000673165971102552HF.pdf
2198.0,嘉应制药,2021-11-3,关注函,LSD002198165974.pdf,LSD002198165974102541HF.pdf
2776.0,ST柏龙,2021-11-3,关注函,LSD002776165946.pdf,LSD002776165946102564HF.pdf
2432.0,九安医疗,2021-11-3,关注函,LSD002432165940.pdf,LSD002432165940102533HF.pdf
638.0,*ST万方,2021-11-3,关注函,LSD000638165953.pdf,LSD000638165953102551HF.pdf
2118.0,紫鑫药业,2021-11-2,三季报问询函,LSD002118165931.pdf,LSD002118165931103378HF.pdf
2334.0,英威腾,2021-11-2,关注函,LSD002334165927.pdf,LSD002334165927102535HF.pdf
2471.0,中超控股,2021-11-2,关注函,LSD002471165926.pdf,LSD002471165926102534HF.pdf
839.0,中信国安,2021-11-2,关注函,LSD000839165923.pdf,LSD000839165923102537HF.pdf
889.0,中嘉博创,2021-11-2,关注函,LSD000889165919.pdf,LSD000889165919102542HF.pdf
2005.0,ST德豪,2021-10-29,关注函,LSD002005165857.pdf,LSD002005165857102543HF.pdf
2488.0,金固股份,2021-10-29,关注函,LSD002488165837.pdf,LSD002488165837102531HF.pdf
2499.0,*ST科林,2021-10-29,关注函,LSD002499165832.pdf,LSD002499165832102544HF.pdf
2699.0,美盛文化,2021-10-28,三季报问询函,LSD002699165789.pdf,LSD002699165789103374HF.pdf
638.0,*ST万方,2021-10-27,非许可类重组问询函,LSD000638165768.pdf,LSD000638165768102540HF.pdf
2619.0,*ST艾格,2021-10-27,关注函,LSD002619165758.pdf,
2539.0,云图控股,2021-10-27,关注函,LSD002539165801.pdf,LSD002539165801102538HF.pdf
990.0,诚志股份,2021-10-27,关注函,LSD000990165805.pdf,LSD000990165805102539HF.pdf
2210.0,*ST飞马,2021-10-26,半年报问询函,LSD002210165736.pdf,LSD002210165736102594HF.pdf
820.0,*ST节能,2021-10-26,三季报问询函,LSD000820165780.pdf,LSD000820165780103377HF.pdf
2326.0,永太科技,2021-10-26,关注函,LSD002326165783.pdf,LSD002326165783102545HF.pdf
2879.0,长缆科技,2021-10-25,关注函,LSD002879165772.pdf,LSD002879165772102529HF.pdf
2436.0,兴森科技,2021-10-25,关注函,LSD002436165770.pdf,LSD002436165770102522HF.pdf
2554.0,惠博普,2021-10-25,半年报问询函,LSD002554165732.pdf,LSD002554165732102577HF.pdf
2366.0,台海核电,2021-10-22,半年报问询函,LSD002366165731.pdf,LSD002366165731102556HF.pdf
826.0,启迪环境,2021-10-22,关注函,LSD000826165741.pdf,LSD000826165741102916HF.pdf
425.0,徐工机械,2021-10-20,许可类重组问询函,LSD000425165709.pdf,LSD000425165709102532HF.pdf
2207.0,准油股份,2021-10-20,半年报问询函,LSD002207165628.pdf,LSD002207165628102584HF.pdf
2512.0,达华智能,2021-10-20,关注函,LSD002512165695.pdf,LSD002512165695102513HF.pdf
2198.0,嘉应制药,2021-10-19,关注函,LSD002198165694.pdf,LSD002198165694102511HF.pdf
2622.0,融钰集团,2021-10-19,非许可类重组问询函,LSD002622165645.pdf,LSD002622165645102524HF.pdf
2366.0,台海核电,2021-10-18,关注函,LSD002366165653.pdf,LSD002366165653102523HF.pdf
2382.0,蓝帆医疗,2021-10-18,半年报问询函,LSD002382165654.pdf,LSD002382165654102510HF.pdf
2174.0,游族网络,2021-10-18,关注函,LSD002174165665.pdf,LSD002174165665102507HF.pdf
2607.0,中公教育,2021-10-18,关注函,LSD002607165644.pdf,LSD002607165644102527HF.pdf
2320.0,海峡股份,2021-10-15,非许可类重组问询函,LSD002320165552.pdf,LSD002320165552102520HF.pdf
908.0,景峰医药,2021-10-15,关注函,LSD000908165626.pdf,LSD000908165626102569HF.pdf
2113.0,ST天润,2021-10-14,关注函,LSD002113165621.pdf,LSD002113165621102528HF.pdf
2662.0,京威股份,2021-10-13,关注函,LSD002662165596.pdf,LSD002662165596102514HF.pdf
2354.0,天神娱乐,2021-10-13,关注函,LSD002354165613.pdf,LSD002354165613102503HF.pdf
981.0,*ST银亿,2021-10-11,关注函,LSD000981165555.pdf,LSD000981165555102506HF.pdf
2740.0,爱迪尔,2021-10-11,关注函,LSD002740165562.pdf,LSD002740165562102525HF.pdf
895.0,双汇发展,2021-10-8,半年报问询函,LSD000895165550.pdf,LSD000895165550102504HF.pdf
816.0,智慧农业,2021-10-8,关注函,LSD000816165541.pdf,LSD000816165541102575HF.pdf
506.0,中润资源,2021-9-30,半年报问询函,LSD000506165495.pdf,LSD000506165495102554HF.pdf
611.0,*ST天首,2021-9-29,半年报问询函,LSD000611164118.pdf,LSD000611164118102499HF.pdf
2058.0,*ST威尔,2021-9-29,非许可类重组问询函,LSD002058165471.pdf,LSD002058165471102496HF.pdf
835.0,*ST长动,2021-9-29,关注函,LSD000835165500.pdf,LSD000835165500102521HF.pdf
2346.0,柘中股份,2021-9-28,关注函,LSD002346165489.pdf,LSD002346165489102495HF.pdf
2629.0,ST仁智,2021-9-27,半年报问询函,LSD002629165442.pdf,LSD002629165442102671HF.pdf
566.0,海南海药,2021-9-24,关注函,LSD000566165449.pdf,LSD000566165449102493HF.pdf
700.0,模塑科技,2021-9-23,问询函,LSD000700165410.pdf,LSD000700165410102488HF.pdf
962.0,东方钽业,2021-9-22,关注函,LSD000962165416.pdf,LSD000962165416102491HF.pdf
2198.0,嘉应制药,2021-9-22,关注函,LSD002198165408.pdf,LSD002198165408102498HF.pdf
2740.0,爱迪尔,2021-9-18,关注函,LSD002740165267.pdf,
2740.0,爱迪尔,2021-9-18,关注函,LSD002740165394.pdf,
752.0,*ST西发,2021-9-17,半年报问询函,LSD000752165279.pdf,LSD000752165279102526HF.pdf
516.0,国际医学,2021-9-17,关注函,LSD000516165397.pdf,LSD000516165397102483HF.pdf
537.0,广宇发展,2021-9-17,关注函,LSD000537165392.pdf,LSD000537165392102482HF.pdf
2748.0,世龙实业,2021-9-17,关注函,LSD002748165382.pdf,LSD002748165382102549HF.pdf
2298.0,中电兴发,2021-9-16,关注函,LSD002298165376.pdf,LSD002298165376102480HF.pdf
975.0,银泰黄金,2021-9-16,关注函,LSD000975165360.pdf,LSD000975165360102472HF.pdf
2505.0,鹏都农牧,2021-9-16,关注函,LSD002505165352.pdf,LSD002505165352102477HF.pdf
509.0,*ST华塑,2021-9-16,非许可类重组问询函,LSD000509165374.pdf,LSD000509165374102478HF.pdf
2176.0,江特电机,2021-9-16,半年报问询函,LSD002176165366.pdf,LSD002176165366102481HF.pdf
629.0,攀钢钒钛,2021-9-15,关注函,LSD000629165291.pdf,LSD000629165291102555HF.pdf
2667.0,鞍重股份,2021-9-14,半年报问询函,LSD002667165318.pdf,LSD002667165318102475HF.pdf
2503.0,搜于特,2021-9-14,半年报问询函,LSD002503165333.pdf,LSD002503165333102487HF.pdf
2619.0,*ST艾格,2021-9-14,关注函,LSD002619165320.pdf,LSD002619165320102515HF.pdf
2421.0,达实智能,2021-9-13,关注函,LSD002421165294.pdf,LSD002421165294102473HF.pdf
2685.0,华东重机,2021-9-13,非许可类重组问询函,LSD002685165224.pdf,LSD002685165224102489HF.pdf
829.0,天音控股,2021-9-12,关注函,LSD000829165299.pdf,LSD000829165299102466HF.pdf
2748.0,世龙实业,2021-9-10,关注函,LSD002748165296.pdf,LSD002748165296102548HF.pdf
2748.0,世龙实业,2021-9-10,关注函,LSD002748165290.pdf,LSD002748165290102547HF.pdf
2640.0,*ST跨境,2021-9-10,半年报问询函,LSD002640165262.pdf,LSD002640165262102492HF.pdf
2619.0,*ST艾格,2021-9-10,关注函,LSD002619165284.pdf,LSD002619165284102519HF.pdf
2309.0,中利集团,2021-9-10,半年报问询函,LSD002309165276.pdf,LSD002309165276102476HF.pdf
587.0,*ST金洲,2021-9-10,半年报问询函,LSD000587165246.pdf,
673.0,*ST当代,2021-9-10,半年报问询函,LSD000673164177.pdf,LSD000673164177102608HF.pdf
2665.0,首航高科,2021-9-10,关注函,LSD002665165271.pdf,LSD002665165271102486HF.pdf
584.0,哈工智能,2021-9-9,半年报问询函,LSD000584164189.pdf,LSD000584164189102468HF.pdf
687.0,*ST华讯,2021-9-8,关注函,LSD000687165203.pdf,LSD000687165203102470HF.pdf
2619.0,*ST艾格,2021-9-7,关注函,LSD002619165230.pdf,LSD002619165230102518HF.pdf
2326.0,永太科技,2021-9-7,关注函,LSD002326165234.pdf,LSD002326165234102484HF.pdf
7.0,*ST全新,2021-9-6,半年报问询函,LSD000007164054.pdf,LSD000007164054102485HF.pdf
751.0,锌业股份,2021-9-6,非许可类重组问询函,LSD000751165211.pdf,LSD000751165211102479HF.pdf
2451.0,摩恩电气,2021-9-6,关注函,LSD002451165201.pdf,LSD002451165201102465HF.pdf
2712.0,思美传媒,2021-9-6,关注函,LSD002712164175.pdf,LSD002712164175102461HF.pdf
2748.0,世龙实业,2021-9-3,关注函,LSD002748164186.pdf,
2992.0,宝明科技,2021-9-2,半年报问询函,LSD002992164090.pdf,LSD002992164090102469HF.pdf
762.0,西藏矿业,2021-9-2,关注函,LSD000762164150.pdf,LSD000762164150102463HF.pdf
2642.0,荣联科技,2021-9-1,半年报问询函,LSD002642164102.pdf,LSD002642164102102490HF.pdf
2748.0,世龙实业,2021-9-1,关注函,LSD002748164125.pdf,LSD002748164125102546HF.pdf
2331.0,皖通科技,2021-9-1,半年报问询函,LSD002331164086.pdf,LSD002331164086102462HF.pdf
963.0,华东医药,2021-8-30,关注函,LSD000963164071.pdf,LSD000963164071102494HF.pdf
2619.0,*ST艾格,2021-8-27,半年报问询函,LSD002619164006.pdf,LSD002619164006102517HF.pdf
2496.0,ST辉丰,2021-8-27,关注函,LSD002496164044.pdf,LSD002496164044102502HF.pdf
2668.0,奥马电器,2021-8-27,半年报问询函,LSD002668164058.pdf,LSD002668164058102457HF.pdf
638.0,*ST万方,2021-8-26,关注函,LSD000638164049.pdf,LSD000638164049102550HF.pdf
2464.0,*ST众应,2021-8-26,关注函,LSD002464164048.pdf,LSD002464164048102450HF.pdf
2344.0,海宁皮城,2021-8-26,关注函,LSD002344164023.pdf,LSD002344164023102453HF.pdf
2252.0,上海莱士,2021-8-25,关注函,LSD002252164025.pdf,LSD002252164025102460HF.pdf
506.0,中润资源,2021-8-23,关注函,LSD000506163976.pdf,LSD000506163976102501HF.pdf
2771.0,真视通,2021-8-20,关注函,LSD002771163954.pdf,LSD002771163954102673HF.pdf
2776.0,ST柏龙,2021-8-20,关注函,LSD002776163962.pdf,LSD002776163962102434HF.pdf
2599.0,盛通股份,2021-8-20,关注函,LSD002599163969.pdf,LSD002599163969102438HF.pdf
2289.0,宇顺电子,2021-8-20,关注函,LSD002289163964.pdf,LSD002289163964102432HF.pdf
2309.0,中利集团,2021-8-19,关注函,LSD002309163931.pdf,LSD002309163931102454HF.pdf
2771.0,真视通,2021-8-18,关注函,LSD002771163845.pdf,LSD002771163845102672HF.pdf
2629.0,ST仁智,2021-8-18,关注函,LSD002629163909.pdf,LSD002629163909102509HF.pdf
806.0,ST银河,2021-8-18,关注函,LSD000806163896.pdf,LSD000806163896102451HF.pdf
2592.0,ST八菱,2021-8-17,关注函,LSD002592163900.pdf,LSD002592163900102431HF.pdf
2141.0,贤丰控股,2021-8-17,关注函,LSD002141163884.pdf,LSD002141163884102430HF.pdf
2882.0,金龙羽,2021-8-16,关注函,LSD002882163812.pdf,LSD002882163812102425HF.pdf
1208.0,华菱线缆,2021-8-16,关注函,LSD001208163871.pdf,LSD001208163871102424HF.pdf
2211.0,宏达新材,2021-8-16,关注函,LSD002211163893.pdf,LSD002211163893102441HF.pdf
611.0,*ST天首,2021-8-16,关注函,LSD000611163818.pdf,LSD000611163818102427HF.pdf
893.0,亚钾国际,2021-8-13,许可类重组问询函,LSD000893163777.pdf,LSD000893163777102467HF.pdf
793.0,华闻集团,2021-8-13,半年报问询函,LSD000793163770.pdf,LSD000793163770102436HF.pdf
688.0,国城矿业,2021-8-13,关注函,LSD000688163844.pdf,LSD000688163844102417HF.pdf
752.0,*ST西发,2021-8-12,关注函,LSD000752163772.pdf,LSD000752163772102456HF.pdf
2147.0,*ST新光,2021-8-12,关注函,LSD002147163799.pdf,LSD002147163799102421HF.pdf
2356.0,*ST赫美,2021-8-11,关注函,LSD002356163774.pdf,LSD002356163774102428HF.pdf
2532.0,天山铝业,2021-8-11,关注函,LSD002532163769.pdf,LSD002532163769102423HF.pdf
609.0,*ST中迪,2021-8-10,关注函,LSD000609163727.pdf,LSD000609163727102418HF.pdf
2118.0,紫鑫药业,2021-8-10,关注函,LSD002118163686.pdf,LSD002118163686102433HF.pdf
2667.0,鞍重股份,2021-8-9,关注函,LSD002667163548.pdf,LSD002667163548102420HF.pdf
2960.0,青鸟消防,2021-8-6,关注函,LSD002960163449.pdf,LSD002960163449102415HF.pdf
56.0,皇庭国际,2021-8-5,关注函,LSD000056163410.pdf,LSD000056163410102413HF.pdf
2460.0,赣锋锂业,2021-8-4,关注函,LSD002460163397.pdf,LSD002460163397102435HF.pdf
159.0,国际实业,2021-8-4,非许可类重组问询函,LSD000159163375.pdf,LSD000159163375102409HF.pdf
615.0,奥园美谷,2021-8-4,非许可类重组问询函,LSD000615163155.pdf,LSD000615163155102414HF.pdf
2192.0,融捷股份,2021-8-3,关注函,LSD002192163255.pdf,LSD002192163255102405HF.pdf
2865.0,钧达股份,2021-7-30,非许可类重组问询函,LSD002865163172.pdf,LSD002865163172102416HF.pdf
687.0,*ST华讯,2021-7-30,关注函,LSD000687163147.pdf,LSD000687163147102403HF.pdf
506.0,中润资源,2021-7-29,关注函,LSD000506163107.pdf,LSD000506163107102419HF.pdf
2470.0,*ST金正,2021-7-29,关注函,LSD002470163042.pdf,
2211.0,宏达新材,2021-7-29,关注函,LSD002211163089.pdf,LSD002211163089102442HF.pdf
2501.0,*ST利源,2021-7-27,关注函,LSD002501163050.pdf,LSD002501163050102536HF.pdf
2755.0,奥赛康,2021-7-27,许可类重组问询函,LSD002755163075.pdf,LSD002755163075102392HF.pdf
2629.0,ST仁智,2021-7-26,非许可类重组问询函,LSD002629163043.pdf,LSD002629163043102508HF.pdf
718.0,苏宁环球,2021-7-24,关注函,LSD000718163012.pdf,LSD000718163012102407HF.pdf
301.0,东方盛虹,2021-7-21,许可类重组问询函,LSD000301162895.pdf,LSD000301162895102440HF.pdf
2629.0,ST仁智,2021-7-20,年报问询函,LSD002629162758.pdf,LSD002629162758102621HF.pdf
2036.0,联创电子,2021-7-19,关注函,LSD002036162801.pdf,LSD002036162801102375HF.pdf
2523.0,天桥起重,2021-7-16,关注函,LSD002523162767.pdf,LSD002523162767102373HF.pdf
585.0,*ST东电,2021-7-15,关注函,LSD000585162710.pdf,LSD000585162710102376HF.pdf
2270.0,华明装备,2021-7-15,关注函,LSD002270162635.pdf,LSD002270162635102368HF.pdf
826.0,启迪环境,2021-7-15,关注函,LSD000826162660.pdf,LSD000826162660102383HF.pdf
656.0,金科股份,2021-7-13,关注函,LSD000656162506.pdf,LSD000656162506102400HF.pdf
796.0,凯撒旅业,2021-7-9,许可类重组问询函,LSD000796162389.pdf,LSD000796162389102588HF.pdf
723.0,美锦能源,2021-7-9,关注函,LSD000723162429.pdf,LSD000723162429102382HF.pdf
2167.0,东方锆业,2021-7-7,关注函,LSD002167162209.pdf,LSD002167162209102361HF.pdf
889.0,中嘉博创,2021-7-7,关注函,LSD000889162306.pdf,LSD000889162306102360HF.pdf
2503.0,搜于特,2021-7-7,关注函,LSD002503162163.pdf,LSD002503162163102367HF.pdf
401.0,冀东水泥,2021-7-6,许可类重组问询函,LSD000401162227.pdf,LSD000401162227102365HF.pdf
2269.0,美邦服饰,2021-7-6,非许可类重组问询函,LSD002269162124.pdf,LSD002269162124102374HF.pdf
2592.0,ST八菱,2021-7-6,关注函,LSD002592162164.pdf,LSD002592162164102345HF.pdf
2748.0,世龙实业,2021-7-5,关注函,LSD002748162173.pdf,LSD002748162173102371HF.pdf
2656.0,ST摩登,2021-7-3,关注函,LSD002656161980.pdf,LSD002656161980102422HF.pdf
2356.0,*ST赫美,2021-7-2,关注函,LSD002356162069.pdf,LSD002356162069102347HF.pdf
2331.0,皖通科技,2021-7-1,关注函,LSD002331162034.pdf,
2009.0,天奇股份,2021-6-29,关注函,LSD002009161912.pdf,LSD002009161912102326HF.pdf
2803.0,吉宏股份,2021-6-29,关注函,LSD002803161903.pdf,LSD002803161903102325HF.pdf
2141.0,贤丰控股,2021-6-25,关注函,LSD002141161781.pdf,LSD002141161781102319HF.pdf
2759.0,天际股份,2021-6-25,关注函,LSD002759161767.pdf,LSD002759161767102313HF.pdf
980.0,*ST众泰,2021-6-24,关注函,LSD000980160222.pdf,LSD000980160222102335HF.pdf
2358.0,ST森源,2021-6-24,关注函,LSD002358161734.pdf,LSD002358161734102312HF.pdf
2484.0,江海股份,2021-6-24,关注函,LSD002484161741.pdf,LSD002484161741102309HF.pdf
2435.0,长江健康,2021-6-23,年报问询函,LSD002435161245.pdf,LSD002435161245102391HF.pdf
2198.0,嘉应制药,2021-6-23,年报问询函,LSD002198161244.pdf,LSD002198161244102390HF.pdf
2355.0,兴民智通,2021-6-23,关注函,LSD002355161711.pdf,LSD002355161711102331HF.pdf
812.0,陕西金叶,2021-6-23,年报问询函,LSD000812161625.pdf,LSD000812161625102364HF.pdf
2558.0,巨人网络,2021-6-23,关注函,LSD002558161693.pdf,
688.0,国城矿业,2021-6-23,年报问询函,LSD000688161118.pdf,LSD000688161118102353HF.pdf
709.0,河钢股份,2021-6-22,关注函,LSD000709161688.pdf,LSD000709161688102449HF.pdf
2444.0,巨星科技,2021-6-22,关注函,LSD002444161698.pdf,LSD002444161698102289HF.pdf
2471.0,中超控股,2021-6-22,关注函,LSD002471161656.pdf,LSD002471161656102304HF.pdf
2172.0,澳洋健康,2021-6-22,非许可类重组问询函,LSD002172161657.pdf,LSD002172161657102339HF.pdf
2772.0,众兴菌业,2021-6-22,关注函,LSD002772161687.pdf,LSD002772161687102301HF.pdf
2619.0,*ST艾格,2021-6-21,年报问询函,LSD002619161622.pdf,LSD002619161622102516HF.pdf
780.0,ST平能,2021-6-21,许可类重组问询函,LSD000780161664.pdf,LSD000780161664102307HF.pdf
2343.0,慈文传媒,2021-6-21,年报问询函,LSD002343161609.pdf,LSD002343161609102363HF.pdf
2385.0,大北农,2021-6-21,年报问询函,LSD002385161211.pdf,LSD002385161211102334HF.pdf
2341.0,新纶科技,2021-6-20,年报问询函,LSD002341161036.pdf,LSD002341161036102352HF.pdf
426.0,兴业矿业,2021-6-18,年报问询函,LSD000426161305.pdf,LSD000426161305102343HF.pdf
2471.0,中超控股,2021-6-18,关注函,LSD002471161536.pdf,LSD002471161536102305HF.pdf
2173.0,创新医疗,2021-6-18,年报问询函,LSD002173161533.pdf,LSD002173161533102389HF.pdf
2377.0,国创高新,2021-6-17,年报问询函,LSD002377160773.pdf,LSD002377160773102354HF.pdf
3032.0,传智教育,2021-6-17,关注函,LSD003032161532.pdf,LSD003032161532102265HF.pdf
2657.0,中科金财,2021-6-16,年报问询函,LSD002657161473.pdf,LSD002657161473102439HF.pdf
2354.0,天神娱乐,2021-6-16,问询函,LSD002354161349.pdf,LSD002354161349102306HF.pdf
2962.0,五方光电,2021-6-16,问询函,LSD002962161462.pdf,LSD002962161462102261HF.pdf
711.0,京蓝科技,2021-6-16,年报问询函,LSD000711160754.pdf,LSD000711160754102329HF.pdf
2618.0,*ST丹邦,2021-6-16,关注函,LSD002618161452.pdf,
2558.0,巨人网络,2021-6-16,关注函,LSD002558161390.pdf,LSD002558161390102272HF.pdf
2505.0,鹏都农牧,2021-6-16,关注函,LSD002505161368.pdf,LSD002505161368102317HF.pdf
668.0,荣丰控股,2021-6-16,非许可类重组问询函,LSD000668161284.pdf,LSD000668161284102338HF.pdf
2488.0,金固股份,2021-6-16,关注函,LSD002488161381.pdf,LSD002488161381102271HF.pdf
2160.0,常铝股份,2021-6-16,关注函,LSD002160161380.pdf,LSD002160161380102238HF.pdf
2638.0,*ST勤上,2021-6-15,年报问询函,LSD002638161226.pdf,LSD002638161226102358HF.pdf
2252.0,上海莱士,2021-6-15,年报问询函,LSD002252161243.pdf,LSD002252161243102396HF.pdf
2505.0,鹏都农牧,2021-6-15,年报问询函,LSD002505160914.pdf,LSD002505160914102318HF.pdf
606.0,ST顺利,2021-6-15,年报问询函,LSD000606161207.pdf,LSD000606161207102474HF.pdf
806.0,*ST银河,2021-6-15,年报问询函,LSD000806161155.pdf,LSD000806161155102253HF.pdf
2622.0,融钰集团,2021-6-15,关注函,LSD002622161239.pdf,LSD002622161239102244HF.pdf
2582.0,好想你,2021-6-14,年报问询函,LSD002582161122.pdf,LSD002582161122102333HF.pdf
2160.0,常铝股份,2021-6-11,年报问询函,LSD002160161169.pdf,LSD002160161169102315HF.pdf
