,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
254,300750.SZ,20220214,486,512.89,485.06,508,489.99,18.01,3.6756,196285.64,9914026.667
253,300750.SZ,20220215,519,530.33,511,527,508,19,3.7402,151508.28,7915477.348
252,300750.SZ,20220216,528,542.43,523.99,530.8,527,3.8,0.7211,127067.94,6783859.294
251,300750.SZ,20220217,529.98,543.5,525.58,535,530.8,4.2,0.7913,107472.19,5758516.46
250,300750.SZ,20220218,530,535,522.98,527.5,535,-7.5,-1.4019,113847.79,5993089.911
249,300750.SZ,20220221,526.5,526.5,505.47,510,527.5,-17.5,-3.3175,156306.31,8011219.92
248,300750.SZ,20220222,506.65,508,492.37,504,510,-6,-1.1765,136328.51,6788745.089
247,300750.SZ,20220223,506,519.05,502.48,519,504,15,2.9762,154332.3,7922652.049
246,300750.SZ,20220224,508,521.58,501,507.7,519,-11.3,-2.1773,161600.23,8252994.692
245,300750.SZ,20220225,521,535,520.89,528.8,507.7,21.1,4.156,169672.38,8978907.317
244,300750.SZ,20220228,524,536.5,524,533.36,528.8,4.56,0.8623,99657.01,5284369.459
243,300750.SZ,20220301,539.2,548.08,530,536.18,533.36,2.82,0.5287,97490.32,5244201.447
242,300750.SZ,20220302,531,531.79,508.88,513.84,536.18,-22.34,-4.1665,134129.32,6925800.187
241,300750.SZ,20220303,517.2,518.8,506.97,512.99,513.84,-0.85,-0.1654,86989.27,4456406.594
240,300750.SZ,20220304,505,509,488,491.79,512.99,-21.2,-4.1326,162833.5,8081812.311
239,300750.SZ,20220307,475,485,454.01,454.89,491.79,-36.9,-7.5032,245992.64,11425969.37
238,300750.SZ,20220308,463.98,466.46,443.01,455.45,454.89,0.56,0.1231,227540.6,10355465.38
237,300750.SZ,20220309,456,474,448,473.47,455.45,18.02,3.9565,234574.19,10851981.84
236,300750.SZ,20220310,490,505.55,485.31,490.81,473.47,17.34,3.6623,239616.93,11860996.85
235,300750.SZ,20220311,480.83,495,474.1,493.55,490.81,2.74,0.5583,171021.72,8275317.081
234,300750.SZ,20220314,483,487.23,463,463,493.55,-30.55,-6.1898,162910.14,7715325.213
233,300750.SZ,20220315,461,481.29,450.6,463.2,463,0.2,0.0432,212686.88,9944131.722
232,300750.SZ,20220316,476.2,503.47,468.49,503.1,463.2,39.9,8.614,282236.53,13816433.73
231,300750.SZ,20220317,517.5,535,515.1,524.5,503.1,21.4,4.2536,276300.79,14545565.58
230,300750.SZ,20220318,519,524.47,504,510.5,524.5,-14,-2.6692,163918.07,8401871.659
229,300750.SZ,20220321,520,534.2,517.6,520,510.5,9.5,1.8609,136340.76,7164824.307
228,300750.SZ,20220322,520,520,507,513,520,-7,-1.3462,102282.57,5229898.248
227,300750.SZ,20220323,520,522.98,509.9,515.29,513,2.29,0.4464,84109.66,4336729.378
226,300750.SZ,20220324,509.95,517.68,498.38,514,515.29,-1.29,-0.2503,84805.8,4303359.299
225,300750.SZ,20220325,511.92,518.18,502,502.07,514,-11.93,-2.321,92836.39,4724122.668
224,300750.SZ,20220328,508.88,508.88,478.08,487,502.07,-15.07,-3.0016,149465.12,7277413.365
223,300750.SZ,20220329,487,500,482,486.9,487,-0.1,-0.0205,112359.47,5508775.198
222,300750.SZ,20220330,492,519,492,519,486.9,32.1,6.5927,162169.79,8276504.323
221,300750.SZ,20220331,515.15,518,503.15,512.3,519,-6.7,-1.2909,96239.22,4899473.611
220,300750.SZ,20220401,508,524.5,505.13,518.9,512.3,6.6,1.2883,95182.41,4923473.198
219,300750.SZ,20220406,516.52,518,503,508.17,518.9,-10.73,-2.0678,85428.1,4336158.375
218,300750.SZ,20220407,500.55,505,487.05,495.22,508.17,-12.95,-2.5484,119580.82,5909983.777
217,300750.SZ,20220408,492.7,504.87,489,495,495.22,-0.22,-0.0444,93571.3,4635752.788
216,300750.SZ,20220411,475.27,478,452.1,459,495,-36,-7.2727,207382.05,9541686.135
215,300750.SZ,20220412,460.77,472.78,460.5,472,459,13,2.8322,124982.01,5825410.117
214,300750.SZ,20220413,465.89,481.8,462,466,472,-6,-1.2712,95231.22,4479994.702
213,300750.SZ,20220414,475,476,454,459.8,466,-6.2,-1.3305,137523.7,6360122.75
212,300750.SZ,20220415,451.14,456.99,432.77,450.86,459.8,-8.94,-1.9443,199891.04,8854163.487
211,300750.SZ,20220418,442,451.98,435.3,451,450.86,0.14,0.0311,119576.17,5318801.159
210,300750.SZ,20220419,450.46,459.58,438.45,440.26,451,-10.74,-2.3814,143821.33,6429594.317
209,300750.SZ,20220420,439.01,443,405.78,407,440.26,-33.26,-7.5546,311996.15,12923538.89
208,300750.SZ,20220421,411.88,417.5,398.9,409.11,407,2.11,0.5184,211165.68,8609961.842
207,300750.SZ,20220422,408,423.18,405,415.34,409.11,6.23,1.5228,201366.51,8387810.458
206,300750.SZ,20220425,397.8,406.1,390,390.1,415.34,-25.24,-6.0769,213165.08,8439172.173
205,300750.SZ,20220426,386.11,392,377,377,390.1,-13.1,-3.3581,185105.1,7103865.395
204,300750.SZ,20220427,367,408.76,366.74,407.05,377,30.05,7.9708,316124.06,12266669.6
203,300750.SZ,20220428,399.98,402.5,382,387.5,407.05,-19.55,-4.8028,259177.27,10137614.86
202,300750.SZ,20220429,394,409.98,375.02,409.35,387.5,21.85,5.6387,336476.57,13205553.64
201,300750.SZ,20220505,365,385.28,353,376,409.35,-33.35,-8.1471,602772.07,22255526.27
200,300750.SZ,20220506,362,386.73,361.82,375.99,376,-0.01,-0.0027,240800.95,9064522.986
199,300750.SZ,20220509,374,376.96,363.71,368.5,375.99,-7.49,-1.9921,166680.32,6152776.454
198,300750.SZ,20220510,359.3,385,357.14,379.17,368.5,10.67,2.8955,244377.91,9143581.643
197,300750.SZ,20220511,379.97,418.78,379.5,409.75,379.17,30.58,8.065,317539.74,12827256.13
196,300750.SZ,20220512,404.4,409.2,397.88,403.51,409.75,-6.24,-1.5229,134208.05,5425822.344
195,300750.SZ,20220513,407,418.45,400.51,414.8,403.51,11.29,2.7979,148546.35,6105079.498
194,300750.SZ,20220516,416.99,427.8,407.01,407.01,414.8,-7.79,-1.878,143878.09,5996721.4
193,300750.SZ,20220517,409.98,424.58,408.25,422.56,407.01,15.55,3.8205,138898.53,5834497.816
192,300750.SZ,20220518,424.44,426,414.44,419,422.56,-3.56,-0.8425,107120.14,4495183.512
191,300750.SZ,20220519,414.45,421.9,408.66,419,419,0,0,126329.56,5249401.699
190,300750.SZ,20220520,428,432,417.5,426.9,419,7.9,1.8854,158267.54,6751273.074
189,300750.SZ,20220523,426.9,426.9,410,416.7,426.9,-10.2,-2.3893,137917.72,5750871.727
188,300750.SZ,20220524,413.66,413.67,401.83,402.04,416.7,-14.66,-3.5181,150126.8,6109883.602
187,300750.SZ,20220525,404.5,406.06,394.5,398.98,402.04,-3.06,-0.7611,139348.82,5567079.615
186,300750.SZ,20220526,398.49,401.83,388.88,390.01,398.98,-8.97,-2.2482,140598.1,5535883.499
185,300750.SZ,20220527,396,409.14,392.13,394.4,390.01,4.39,1.1256,187801.91,7541807.254
184,300750.SZ,20220530,402.29,407.2,398.8,401.8,394.4,7.4,1.8763,125295.44,5046715.321
183,300750.SZ,20220531,399.9,411.99,393.5,408,401.8,6.2,1.5431,177995.22,7205121.141
182,300750.SZ,20220601,410.1,431,406,425.03,408,17.03,4.174,191784.59,8078892.456
181,300750.SZ,20220602,422.78,443.78,421.01,436.8,425.03,11.77,2.7692,174477.74,7640886.792
180,300750.SZ,20220606,437,469.01,437,465.99,436.8,29.19,6.6827,190378.06,8745175.35
179,300750.SZ,20220607,465.19,466.99,450.8,459,465.99,-6.99,-1.5,127595.09,5850493.85
178,300750.SZ,20220608,456,460,425.99,460,459,1,0.2179,405414.28,17870045.93
177,300750.SZ,20220609,445.01,448,430.5,431.35,460,-28.65,-6.2283,202557.38,8867551.604
176,300750.SZ,20220610,427.97,455.8,427.97,454,431.35,22.65,5.251,247663.36,11049948.03
175,300750.SZ,20220613,444.01,454.18,438.26,443.03,454,-10.97,-2.4163,186215.82,8285211.256
174,300750.SZ,20220614,438.22,442.6,428.7,441.82,443.03,-1.21,-0.2731,174810.68,7624999.753
173,300750.SZ,20220615,452,478,446.11,465.66,441.82,23.84,5.3959,378619.47,17488407.04
172,300750.SZ,20220616,466,474.11,454.51,460.3,465.66,-5.36,-1.1511,240202.26,11103375
171,300750.SZ,20220617,452.3,490.68,451.22,486.06,460.3,25.76,5.5964,282938.69,13595198.66
170,300750.SZ,20220620,493.83,516.11,493.83,506.52,486.06,20.46,4.2094,251142.85,12753850.23
169,300750.SZ,20220621,504,512.88,496.11,507.85,506.52,1.33,0.2626,145666.08,7338298.828
168,300750.SZ,20220622,514,522.25,506.9,507,507.85,-0.85,-0.1674,146631.73,7542601.019
167,300750.SZ,20220623,515,536.97,511.88,536.97,507,29.97,5.9112,177138.62,9275986.878
166,300750.SZ,20220624,548,563.5,529.79,563.5,536.97,26.53,4.9407,193012.35,10593589.95
165,300750.SZ,20220627,563.99,564.97,544.99,549,563.5,-14.5,-2.5732,166239.83,9200423.08
164,300750.SZ,20220628,545,549.36,525.1,544,549,-5,-0.9107,186432.67,9996283.502
163,300750.SZ,20220629,532.99,542.5,525.99,532.54,544,-11.46,-2.1066,145829.86,7781239.268
162,300750.SZ,20220630,532.52,539.8,526.67,534,532.54,1.46,0.2742,130761.19,6974435.836
161,300750.SZ,20220701,532.98,536,517.7,522.64,534,-11.36,-2.1273,122927.8,6449278.118
160,300750.SZ,20220704,510.01,525.67,510,522,522.64,-0.64,-0.1225,121932.09,6343210.12
159,300750.SZ,20220705,524.5,536.17,512.68,523.87,522,1.87,0.3582,154594.04,8098493.521
158,300750.SZ,20220706,527.11,533.48,514.58,522,523.87,-1.87,-0.357,130813.52,6860550.182
157,300750.SZ,20220707,531.85,554.55,531,550,522,28,5.364,246014.36,13437832.05
156,300750.SZ,20220708,555,564.97,535.23,541,550,-9,-1.6364,165770.09,9078792.373
155,300750.SZ,20220711,534.24,535.5,516.3,518.5,541,-22.5,-4.159,138070.42,7190790.422
154,300750.SZ,20220712,519,525.3,499.62,503.69,518.5,-14.81,-2.8563,151302.47,7699493.189
153,300750.SZ,20220713,508.3,543.23,501.77,539,503.69,35.31,7.0103,245644.72,12933672.94
152,300750.SZ,20220714,535.5,562,530.25,556.01,539,17.01,3.1558,199556.44,10980995.2
151,300750.SZ,20220715,549.5,563.45,533,533,556.01,-23.01,-4.1384,158628.19,8689665.142
150,300750.SZ,20220718,542,552.05,530.35,551.66,533,18.66,3.5009,143710.55,7799775.032
149,300750.SZ,20220719,550.56,550.56,524,524.61,551.66,-27.05,-4.9034,163087.11,8687404.439
148,300750.SZ,20220720,529.98,535.14,522.86,526,524.61,1.39,0.265,78359.06,4141353.786
147,300750.SZ,20220721,523,538.05,518.22,521,526,-5,-0.9506,88070.88,4636560.562
146,300750.SZ,20220722,537.72,543.99,526.04,532,521,11,2.1113,142817.47,7665508.993
145,300750.SZ,20220725,532,533.95,519,521.75,532,-10.25,-1.9267,86488.58,4524233.836
144,300750.SZ,20220726,521.78,528,515.25,522,521.75,0.25,0.0479,79692.69,4162433.402
143,300750.SZ,20220727,521.5,522.1,511.2,515.2,522,-6.8,-1.3027,93355.28,4814402.386
142,300750.SZ,20220728,518.5,526.7,513.02,515.6,515.2,0.4,0.0776,92675.16,4813731.201
141,300750.SZ,20220729,523.95,524,503.11,508.6,515.6,-7,-1.3576,119124.82,6111548.922
140,300750.SZ,20220801,507.87,535.8,504.6,534.92,508.6,26.32,5.175,162992.26,8555439.34
139,300750.SZ,20220802,522.28,532.44,519.45,523.87,534.92,-11.05,-2.0657,121430.04,6378119.035
138,300750.SZ,20220803,524,533.88,498.8,504,523.87,-19.87,-3.7929,170255.69,8730930.401
137,300750.SZ,20220804,507,509.09,495.1,500.9,504,-3.1,-0.6151,113650.73,5688825.507
136,300750.SZ,20220805,500,513.9,495,505.65,500.9,4.75,0.9483,121830.74,6150342.343
135,300750.SZ,20220808,496,506.18,489,501.5,505.65,-4.15,-0.8207,89646.93,4476021.798
134,300750.SZ,20220809,501,518.6,497.5,511.56,501.5,10.06,2.006,113078.7,5783358.776
133,300750.SZ,20220810,510.1,512.8,500,503.98,511.56,-7.58,-1.4817,80490.83,4052412.586
132,300750.SZ,20220811,504.14,513.02,494,510,503.98,6.02,1.1945,98007.1,4937131.682
131,300750.SZ,20220812,510.2,512,497.92,502,510,-8,-1.5686,73838.05,3710909.399
130,300750.SZ,20220815,504.89,523,502.88,516.1,502,14.1,2.8088,137575.41,7097079.972
129,300750.SZ,20220816,519.9,538,518.18,523.8,516.1,7.7,1.492,160973.67,8515873.353
128,300750.SZ,20220817,527.48,549.97,523.98,547,523.8,23.2,4.4292,183506.57,9888546.881
127,300750.SZ,20220818,547,560,542.45,544.8,547,-2.2,-0.4022,142800.44,7867922.33
126,300750.SZ,20220819,549,549.69,530.02,532,544.8,-12.8,-2.3495,107696.08,5767786.049
125,300750.SZ,20220822,534,555.66,527.2,551.53,532,19.53,3.6711,143053.61,7811232.13
124,300750.SZ,20220823,549.98,564.66,545.45,556.89,551.53,5.36,0.9718,131561.77,7304906.011
123,300750.SZ,20220824,573.03,575,522,524,556.89,-32.89,-5.906,300683.94,16294721.1
122,300750.SZ,20220825,525,526.53,505.09,514,524,-10,-1.9084,180175.23,9216432.422
121,300750.SZ,20220826,513,518.98,503,506.78,514,-7.22,-1.4047,122169.84,6216728.235
120,300750.SZ,20220829,502.99,506.78,496.32,502,506.78,-4.78,-0.9432,112609.93,5635359.01
119,300750.SZ,20220830,502,502,485.8,491.5,502,-10.5,-2.0916,156160.79,7672805.177
118,300750.SZ,20220831,481.69,489.8,474.52,483,491.5,-8.5,-1.7294,174501.58,8386004.45
117,300750.SZ,20220901,480,485,466.66,467.54,483,-15.46,-3.2008,154765.59,7331268.726
116,300750.SZ,20220902,474.88,476,461.78,466.26,467.54,-1.28,-0.2738,115608.77,5408298.592
115,300750.SZ,20220905,462.01,472,459.01,468.36,466.26,2.1,0.4504,91100.09,4237267.563
114,300750.SZ,20220906,468,468.36,443.88,455.2,468.36,-13.16,-2.8098,275245.67,12407748.96
113,300750.SZ,20220907,451.49,476.49,450,473.92,455.2,18.72,4.1125,216777.12,10095265.24
112,300750.SZ,20220908,468.35,471,448.5,449.5,473.92,-24.42,-5.1528,215526.31,9838886.097
111,300750.SZ,20220909,452.6,454.43,446.5,452.22,449.5,2.72,0.6051,122467.52,5523516.959
110,300750.SZ,20220913,459,460.2,446.85,456.91,452.22,4.69,1.0371,102028.9,4632953.568
109,300750.SZ,20220914,450,453,428.28,434.3,456.91,-22.61,-4.9485,258937.86,11348915.62
108,300750.SZ,20220915,434.3,435,411.2,414.35,434.3,-19.95,-4.5936,253835.94,10651219.57
107,300750.SZ,20220916,414.3,418.3,409,410,414.35,-4.35,-1.0498,149632.08,6192462.42
106,300750.SZ,20220919,409.63,421.6,409.04,413.67,410,3.67,0.8951,139643.59,5802232.518
105,300750.SZ,20220920,418,430,415,421.01,413.67,7.34,1.7744,165690.3,7024157.607
104,300750.SZ,20220921,417,423.46,413.37,420.3,421.01,-0.71,-0.1686,88098.61,3695152.639
103,300750.SZ,20220922,415.3,420,406,414.99,420.3,-5.31,-1.2634,96420.94,3992662.501
102,300750.SZ,20220923,415.96,424.8,410.05,417.34,414.99,2.35,0.5663,120184.88,5009444.373
101,300750.SZ,20220926,413.04,435,413.04,428.66,417.34,11.32,2.7124,188351.51,8081168.715
100,300750.SZ,20220927,433.89,435.33,423.01,429.5,428.66,0.84,0.196,115619.28,4948766.643
99,300750.SZ,20220928,427,428.83,412.79,416.79,428.85,-12.06,-2.8122,106974.41,4464647.186
98,300750.SZ,20220929,424.22,425.5,415.08,419,416.79,2.21,0.5302,88947.78,3723447.021
97,300750.SZ,20220930,419.28,420.2,400.5,400.89,419,-18.11,-4.3222,118140.11,4808089.72
96,300750.SZ,20221010,402,404.5,391.23,392.86,400.89,-8.03,-2.003,114653.53,4534844.088
95,300750.SZ,20221011,404,416.3,402.89,416.3,392.86,23.44,5.9665,184441.38,7582938.838
94,300750.SZ,20221012,416,438.28,413.49,437.83,416.3,21.53,5.1718,185147.47,7894831.67
93,300750.SZ,20221013,434,438.28,429.01,432,437.83,-5.83,-1.3316,104434.11,4521426.256
92,300750.SZ,20221014,438,442.34,428.58,436.91,432,4.91,1.1366,135653.44,5900627.938
91,300750.SZ,20221017,433,433,420.75,429.35,436.91,-7.56,-1.7303,105372.58,4492096.855
90,300750.SZ,20221018,433.03,438.88,428.44,429.54,429.35,0.19,0.0443,91019.2,3937490.987
89,300750.SZ,20221019,430.02,442,429.68,431.34,429.54,1.8,0.4191,123330.44,5381599.274
88,300750.SZ,20221020,420.28,423.67,404,415,431.34,-16.34,-3.7882,171201.83,7066412.983
87,300750.SZ,20221021,408,416.96,407.2,413,415,-2,-0.4819,82598.82,3412503.681
86,300750.SZ,20221024,406.62,414,399.01,404.02,413,-8.98,-2.1743,145327.27,5885833.136
85,300750.SZ,20221025,403,408.07,391.98,401.7,404.02,-2.32,-0.5742,140390.5,5599142.147
84,300750.SZ,20221026,405,408.56,398.08,401.06,401.7,-0.64,-0.1593,140723.86,5666134.369
83,300750.SZ,20221027,398,402.07,390,390.3,401.06,-10.76,-2.6829,152817.36,6026009.209
82,300750.SZ,20221028,385.3,387.5,365,365.5,390.3,-24.8,-6.3541,240712.25,8960919.233
81,300750.SZ,20221031,360,380.22,356.58,372.88,365.5,7.38,2.0192,165546,6168694.637
80,300750.SZ,20221101,376.5,388.88,368.12,386.2,372.88,13.32,3.5722,199164.86,7598072.35
79,300750.SZ,20221102,385,396.39,380.01,391.5,386.2,5.3,1.3723,142669.69,5554821.785
78,300750.SZ,20221103,390,394,381.03,384.12,391.5,-7.38,-1.8851,147174.51,5672637.394
77,300750.SZ,20221104,385.8,408.31,384,404.4,384.12,20.28,5.2796,209711.41,8386135.001
76,300750.SZ,20221107,408,414.54,405,410.5,404.4,6.1,1.5084,147781.12,6063354.15
75,300750.SZ,20221108,410.5,422.8,403.5,409.8,410.5,-0.7,-0.1705,120808.78,4982583.901
74,300750.SZ,20221109,406,407.58,395,397.06,409.8,-12.74,-3.1088,109410.91,4370881.067
73,300750.SZ,20221110,393,394,384,385.3,397.06,-11.76,-2.9618,129241.78,4995761.138
72,300750.SZ,20221111,401,405.69,394.22,402.48,385.3,17.18,4.4589,194819.69,7814365.729
71,300750.SZ,20221114,404.1,408,385.55,387.18,402.48,-15.3,-3.8014,184817.01,7242184.172
70,300750.SZ,20221115,388.16,397.48,378,396.18,387.18,9,2.3245,172739.87,6711717.38
69,300750.SZ,20221116,393.01,394.18,383.28,384.07,396.18,-12.11,-3.0567,136036.63,5261351.647
68,300750.SZ,20221117,381.62,381.99,370.01,375.12,384.07,-8.95,-2.3303,142171.64,5314975.792
67,300750.SZ,20221118,378,387,371,380.79,375.12,5.67,1.5115,164073.34,6269734.686
66,300750.SZ,20221121,375.12,385.85,374.3,382.4,380.79,1.61,0.4228,80387.09,3060476.256
65,300750.SZ,20221122,380,382.87,373,375,382.4,-7.4,-1.9351,98362.41,3701483.129
64,300750.SZ,20221123,375,382.89,373.5,379.52,375,4.52,1.2053,88294.27,3343581.161
63,300750.SZ,20221124,383.12,383.22,375.01,376.62,379.52,-2.9,-0.7641,85465.3,3229088.1
62,300750.SZ,20221125,373.06,375,371,372.2,376.62,-4.42,-1.1736,61389.45,2286870.203
61,300750.SZ,20221128,365,372.31,360.02,370.31,372.2,-1.89,-0.5078,111140.51,4052491.292
60,300750.SZ,20221129,372.01,381.4,367.5,377.9,370.31,7.59,2.0496,117172.22,4394005.282
59,300750.SZ,20221130,379,385,372.17,385,377.9,7.1,1.8788,140419.56,5331830.946
58,300750.SZ,20221201,397.15,402.15,394.92,395.25,385,10.25,2.6623,209374.98,8341109.691
57,300750.SZ,20221202,397,399.29,391.8,391.88,395.25,-3.37,-0.8526,82925.66,3280784.282
56,300750.SZ,20221205,391.88,396.87,388,392.31,391.88,0.43,0.1097,120984.74,4739442.184
55,300750.SZ,20221206,389.12,404.04,389,400.02,392.31,7.71,1.9653,136611.64,5426417.623
54,300750.SZ,20221207,400,421.68,399,418.31,400.02,18.29,4.5723,244108.39,10135126
53,300750.SZ,20221208,418.32,425,414.01,420.47,418.31,2.16,0.5164,104337.49,4388660.431
52,300750.SZ,20221209,421.58,425.7,420.5,424.6,420.47,4.13,0.9822,93539.4,3960316.859
51,300750.SZ,20221212,421.1,423.53,414.14,414.35,424.6,-10.25,-2.414,87899.53,3671244.196
50,300750.SZ,20221213,415,415.9,402.05,405.41,414.35,-8.94,-2.1576,112707.07,4592141.158
49,300750.SZ,20221214,410,411.95,399.28,402.3,405.41,-3.11,-0.7671,91972.82,3697346.495
48,300750.SZ,20221215,402.11,424.17,401,423.8,402.3,21.5,5.3443,172987.75,7174962.345
47,300750.SZ,20221216,418.51,422.8,413.88,418.01,423.8,-5.79,-1.3662,89422.49,3733194.676
46,300750.SZ,20221219,419,430.1,418.06,420.4,418.01,2.39,0.5718,101058.6,4284899.628
45,300750.SZ,20221220,420,420.6,409,409.52,420.4,-10.88,-2.588,81207.95,3362795.549
44,300750.SZ,20221221,410,412.47,404.51,406.82,409.52,-2.7,-0.6593,54030.52,2201256.4
43,300750.SZ,20221222,410.99,410.99,400,402,406.82,-4.82,-1.1848,73904.6,2976952.977
42,300750.SZ,20221223,396.9,402.83,394.1,398.48,402,-3.52,-0.8756,73857.6,2939594.066
41,300750.SZ,20221226,398.48,407.25,391.1,403.92,398.48,5.44,1.3652,115123.45,4606937.09
40,300750.SZ,20221227,402.23,405.99,396.66,403.57,403.92,-0.35,-0.0867,81397.1,3268646.819
39,300750.SZ,20221228,398.06,398.3,380.28,394,403.57,-9.57,-2.3713,185293.22,7206541.527
38,300750.SZ,20221229,391,397.8,390.4,393.96,394,-0.04,-0.0102,98974.72,3909060.456
37,300750.SZ,20221230,398.5,402,393,393.42,393.96,-0.54,-0.1371,74052.49,2943110.662
36,300750.SZ,20230103,392,392.57,381.72,389.64,393.42,-3.78,-0.9608,104820.36,4056787.274
35,300750.SZ,20230104,386.5,387,382.05,384.01,389.64,-5.63,-1.4449,196022.62,7527791.631
34,300750.SZ,20230105,388,410.17,385.01,407.51,384.01,23.5,6.1196,260432.6,10371713.86
33,300750.SZ,20230106,406,424.98,404.06,416.66,407.51,9.15,2.2453,183924.95,7641585.134
32,300750.SZ,20230109,422.88,422.88,414,416.6,416.66,-0.06,-0.0144,128403.02,5373244.036
31,300750.SZ,20230110,417.66,435,413.3,432,416.6,15.4,3.6966,182606.52,7781973.49
30,300750.SZ,20230111,430.5,436,424,427.86,432,-4.14,-0.9583,122418.06,5252326.721
29,300750.SZ,20230112,432,438.78,429.68,433.5,427.86,5.64,1.3182,111367.98,4837460.193
28,300750.SZ,20230113,444,452.52,430,439.5,433.5,6,1.3841,207574.96,9140635.814
27,300750.SZ,20230116,438.5,449.5,435.11,446.63,439.5,7.13,1.6223,168090.99,7451169.295
26,300750.SZ,20230117,446.93,451.87,443.61,445.61,446.63,-1.02,-0.2284,98958.01,4416180.658
25,300750.SZ,20230118,448.51,450.88,443.11,448.5,445.61,2.89,0.6485,73443.25,3292955.688
24,300750.SZ,20230119,445.33,451.5,442.19,446.77,448.5,-1.73,-0.3857,73099.9,3254123.919
23,300750.SZ,20230120,446.77,452.2,444.26,452,446.77,5.23,1.1706,107656.5,4841543.971
22,300750.SZ,20230130,479.37,490.56,467.47,470.65,452,18.65,4.1261,211743.07,10102385.37
21,300750.SZ,20230131,469.88,477.5,462.44,465.2,470.65,-5.45,-1.158,139540.34,6565989.151
20,300750.SZ,20230201,470.99,479.36,470.48,476.8,465.2,11.6,2.4936,115021.67,5464594.494
19,300750.SZ,20230202,478.87,479.7,464.88,466.1,476.8,-10.7,-2.2441,134557.12,6339908.128
18,300750.SZ,20230203,464,466.2,451.38,456.2,466.1,-9.9,-2.124,120200.01,5495174.744
17,300750.SZ,20230206,452,453.52,441.09,450.6,456.2,-5.6,-1.2275,107529.18,4811799.061
16,300750.SZ,20230207,450.49,453.8,444.66,448.1,450.6,-2.5,-0.5548,72112.37,3231274.19
15,300750.SZ,20230208,449.6,453.45,445,447.21,448.1,-0.89,-0.1986,73298.53,3293742.444
14,300750.SZ,20230209,447.21,455.99,441.5,452.99,447.21,5.78,1.2925,80314.4,3627030.215
13,300750.SZ,20230210,453,455.68,445.01,445.95,452.99,-7.04,-1.5541,83977.9,3773477.539
12,300750.SZ,20230213,450.98,461.57,447.01,460,445.95,14.05,3.1506,134185.43,6143224.997
11,300750.SZ,20230214,469,469.3,445.79,451.05,460,-8.95,-1.9457,128121.9,5816558.282
10,300750.SZ,20230215,453.1,457,448,448.6,451.05,-2.45,-0.5432,77733.87,3508461.573
9,300750.SZ,20230216,451.99,454.5,438,443.2,448.6,-5.4,-1.2037,100910.69,4514542.232
8,300750.SZ,20230217,442,442,420,420.19,443.2,-23.01,-5.1918,214695.51,9171648.847
7,300750.SZ,20230220,416,421.88,406.33,420.47,420.19,0.28,0.0666,168298.72,6992852.567
